Total_outages,Day_length_hr,Avg_Temp_F,Avg_humidity_percent,Max_windspeed_mph,Avg_windspeed_mph,Max_windgust_mph,Precipitation_in
0,15.7,59,77,18,10,33,0.31
1,15.733333,56,75,13,6,28,0.15
2,15.75,56,82,21,11,18,0.37
0,15.783333,55,64,15,4,20,0.03
1,15.8,55,74,14,6,20,0.18
0,15.816667,59,61,15,6,15,0
0,15.85,58,75,13,5,16,0.33
0,15.866667,59,73,13,5,17,0.01
2,15.883333,60,69,14,6,22,0.25
1,15.9,57,84,17,9,22,0.25
0,15.916667,57,84,18,9,15,0.18
4,15.933333,57,74,13,8,17,0.1
2,15.933333,62,66,13,7,24,0
1,15.95,61,61,21,8,17,0
2,15.966667,58,59,14,5,16,0
0,15.966667,54,68,14,7,20,0.19
1,15.983333,54,80,15,7,16,0.18
1,15.983333,57,69,14,8,20,0
1,15.983333,61,67,14,7,15,0
2,15.983333,55,83,12,7,16,0.06
6,15.983333,54,88,13,7,15,0.21
1,15.983333,57,75,12,5,17,0
3,15.983333,62,66,14,6,16,0
2,15.983333,67,62,12,5,9,0
3,15.983333,64,69,7,3,15,0
1,15.983333,60,78,12,6,15,0
0,15.966667,61,68,12,5,15,0
4,15.966667,61,71,12,5,22,0
8,15.95,62,69,16,8,18,0
3,15.933333,59,62,14,6,20,0
1,15.933333,58,62,15,6,13,0
3,15.916667,57,75,9,5,21,0.01
6,15.9,59,76,13,4,16,0.18
0,15.883333,60,67,13,5,29,0
0,15.866667,59,77,15,7,16,0.11
0,15.85,58,73,13,6,24,0
5,15.833333,65,58,20,10,26,0
8,15.8,75,47,22,13,16,0
7,15.783333,79,42,14,7,22,0
5,15.766667,78,51,18,6,15,0
1,15.733333,72,60,10,5,9,0
3,15.716667,65,85,13,6,24,0
5,15.683333,61,71,20,12,16,0
2,15.65,60,59,13,7,17,0
5,15.633333,67,53,14,7,17,0
2,15.6,69,54,14,6,15,0
1,15.566667,61,71,12,7,14,0
2,15.533333,61,73,10,6,17,0
3,15.5,59,76,12,7,15,0
4,15.466667,61,71,9,5,30,0
4,15.433333,62,77,7,3,15,0
1,15.4,66,71,12,6,17,0
0,15.35,60,78,15,8,21,0.01
1,15.316667,65,64,17,7,20,0
4,15.283333,70,60,16,7,21,0
1,15.25,72,52,17,7,20,0
0,15.2,71,55,9,4,20,0
2,15.166667,66,65,15,8,17,0
0,15.116667,63,73,13,6,15,0
2,15.083333,62,74,12,4,12,0
1,15.033333,65,73,9,4,17,0
2,14.983333,61,76,13,8,13,0
0,14.95,62,70,9,4,14,0
0,14.9,64,77,8,3,17,0
0,14.85,65,77,13,6,10,0
5,14.816667,69,73,8,5,25,0
2,14.766667,71,65,17,5,17,0.02
0,14.716667,62,78,14,8,16,0
1,14.666667,61,92,13,7,15,0.19
6,14.616667,63,79,12,7,13,0.03
1,14.566667,62,80,9,6,15,0
0,14.516667,62,73,13,6,17,0
1,14.466667,66,67,13,5,16,0
1,14.416667,66,72,13,6,28,0
1,14.366667,73,59,23,12,25,0
0,14.316667,81,45,21,12,22,0
4,14.266667,80,42,18,8,14,0
3,14.216667,75,55,10,5,20,0
0,14.166667,73,57,15,4,21,0
3,14.116667,64,67,16,9,38,0
0,14.066667,62,67,17,6,26,0
0,14.016667,61,63,12,6,30,0
1,13.95,62,62,12,4,32,0.01
0,13.9,63,66,12,5,35,0
0,13.85,64,58,14,7,16,0
0,13.8,69,50,13,7,23,0
3,13.75,73,49,17,7,22,0
4,13.683333,62,75,20,7,33,0
1,13.633333,63,59,17,8,20,0
1,13.583333,61,66,15,6,22,0
0,13.533333,58,69,17,8,36,0
1,13.466667,62,55,18,5,31,0
2,13.416667,56,75,22,12,26,0.39
1,13.366667,64,65,15,5,23,0
0,13.3,65,64,20,10,24,0
1,13.25,70,54,9,3,29,0
0,13.2,60,69,15,7,20,0.01
0,13.133333,59,66,15,8,17,0
2,13.083333,56,79,13,7,38,0.12
3,13.033333,62,71,30,5,23,0.26
2,12.966667,57,90,12,6,18,0.31
0,12.916667,58,79,14,9,17,0.03
1,12.85,59,73,15,6,14,0
0,12.8,59,69,10,4,22,0
3,12.75,63,73,17,8,23,0
1,12.683333,63,78,13,5,10,0
0,12.633333,63,80,8,3,15,0
1,12.566667,61,84,13,4,25,0.14
0,12.516667,63,89,12,4,24,0.6
2,12.466667,61,94,14,6,14,1.49
2,12.4,66,83,10,5,26,0.78
0,12.35,62,86,16,7,28,0.36
1,12.283333,59,77,21,12,18,0.02
1,12.233333,58,76,13,6,15,0
4,12.183333,57,74,10,5,25,0
1,12.116667,55,84,15,7,30,0.26
1,12.066667,60,75,29,4,17,0
0,12,63,69,14,7,20,0
0,11.95,62,92,16,6,16,0.39
1,11.9,67,92,13,4,21,0.03
0,11.833333,61,84,17,9,21,0
0,11.783333,59,82,17,9,41,0
0,11.716667,62,73,22,8,20,0
1,11.666667,58,87,16,6,12,0
1,11.616667,60,74,9,3,13,0
0,11.55,57,81,9,4,15,0
1,11.5,55,74,10,6,16,0
1,11.433333,54,73,13,6,17,0
0,11.383333,58,73,13,6,21,0
1,11.333333,56,79,16,8,14,0
0,11.266667,61,71,9,4,16,0.12
1,11.216667,60,92,12,4,22,1.21
0,11.166667,57,80,17,8,17,0.74
1,11.1,53,73,14,7,10,0
0,11.05,54,72,9,4,17,0
1,10.983333,55,76,12,5,18,0
0,10.933333,54,82,15,6,21,0.12
0,10.883333,51,70,18,8,15,0
0,10.816667,50,74,12,7,24,0
0,10.766667,48,76,10,4,12,0
0,10.716667,51,75,8,3,13,0
1,10.65,53,76,9,3,17,0
0,10.6,55,77,14,3,18,0
0,10.55,52,86,13,7,26,0
1,10.5,55,75,14,6,17,0.05
0,10.433333,54,80,14,5,39,0.38
4,10.383333,50,87,25,14,35,0.72
4,10.333333,48,85,26,17,31,1.08
1,10.283333,46,92,24,12,26,0.19
1,10.233333,53,66,21,9,23,0
0,10.166667,54,66,17,6,28,0.07
0,10.116667,52,79,26,5,22,0.01
1,10.066667,45,86,16,4,23,0.39
0,10.016667,52,76,18,10,29,0.16
1,9.966667,54,86,20,9,30,1.56
1,9.916667,56,78,23,10,17,0.02
1,9.866667,60,55,15,7,12,0
0,9.816667,56,64,10,3,62,0
0,9.766667,51,88,24,6,25,0.17
0,9.716667,51,88,18,6,23,0.7
0,9.666667,50,80,18,12,21,0.06
0,9.616667,46,75,17,9,22,0
0,9.566667,43,80,16,7,13,0.22
4,9.533333,45,75,12,5,20,0
0,9.483333,43,82,16,7,13,0.13
0,9.433333,44,83,10,4,9,0
2,9.383333,45,82,8,5,16,0.12
0,9.35,49,97,14,3,49,0.27
11,9.3,52,82,36,15,30,0.14
0,9.25,49,75,22,12,36,0
0,9.216667,45,77,26,13,31,0.17
1,9.166667,40,84,25,11,33,0.2
1,9.133333,44,74,26,7,29,0.06
4,9.1,39,72,24,12,33,0
2,9.05,34,72,25,10,39,0.01
7,9.016667,27,71,30,13,40,0.15
4,8.983333,21,62,29,13,14,0
0,8.933333,22,58,13,4,13,0
0,8.9,34,85,10,5,23,0.01
1,8.866667,42,87,17,10,12,0.29
0,8.833333,37,93,9,5,13,0.01
1,8.8,39,90,10,5,18,0.02
1,8.783333,40,81,14,7,28,0.1
1,8.75,44,91,15,9,13,0.64
1,8.716667,42,92,10,3,14,0
1,8.683333,39,93,10,5,23,0
0,8.666667,43,79,20,8,23,0
0,8.633333,42,64,21,12,24,0
2,8.616667,43,59,20,8,20,0
0,8.583333,44,71,14,5,26,0.01
0,8.566667,50,70,21,12,32,0.35
5,8.55,50,76,23,14,30,0.51
0,8.533333,46,93,23,12,30,0.89
1,8.516667,45,83,21,11,18,0
2,8.5,45,85,13,6,37,1.42
2,8.483333,53,93,26,14,30,2.19
2,8.466667,51,90,24,8,51,0.46
14,8.466667,43,84,36,14,24,0.82
3,8.45,43,76,18,10,29,0.11
2,8.45,42,71,22,10,32,0.02
2,8.433333,45,45,25,13,51,0
6,8.433333,43,60,38,17,25,0.08
1,8.433333,42,67,21,10,24,0.14
0,8.416667,40,77,17,10,29,0.03
3,8.416667,47,56,24,12,22,0.01
0,8.416667,45,62,17,7,22,0.01
1,8.416667,44,73,17,10,25,0.25
0,8.433333,48,68,18,13,40,0.44
1,8.433333,49,71,17,10,47,0.32
3,8.433333,42,90,35,12,28,0.09
1,8.45,41,83,22,11,29,0.44
2,8.45,43,82,21,10,30,0.01
2,8.466667,36,78,22,7,30,0.09
1,8.483333,31,63,22,7,17,0
0,8.5,29,64,13,5,17,0
2,8.516667,33,58,13,5,18,0
1,8.533333,32,67,15,6,15,0
0,8.55,35,68,13,6,24,0
0,8.566667,33,77,12,4,15,0.03
1,8.583333,40,93,12,5,20,0.12
1,8.616667,47,93,16,9,29,0.17
1,8.633333,43,88,21,11,14,0.37
2,8.65,37,86,10,6,18,0.03
0,8.683333,35,91,16,6,22,0.02
0,8.716667,34,66,18,9,28,0
0,8.733333,35,65,22,11,31,0.3
4,8.766667,40,91,25,10,30,0.81
0,8.8,48,92,21,12,33,0.82
1,8.833333,52,85,22,13,23,0.29
0,8.866667,50,89,16,8,40,0.45
0,8.9,53,89,29,17,36,0.27
1,8.933333,46,82,26,16,21,0.04
0,8.966667,40,84,16,8,12,0.08
0,9.016667,40,75,8,3,17,0
0,9.05,39,86,14,7,31,0.05
0,9.083333,47,93,24,12,14,0.51
0,9.133333,45,82,12,4,12,0
2,9.166667,44,88,9,4,22,0.04
2,9.2,46,93,17,7,18,0.21
0,9.25,47,87,14,5,13,0
0,9.3,47,80,12,2,13,0
0,9.333333,44,86,12,2,24,0
1,9.383333,46,82,18,9,17,0.14
0,9.433333,46,93,13,8,22,0.24
2,9.466667,41,69,18,11,17,0
0,9.516667,39,69,14,8,20,0
1,9.566667,39,42,14,7,13,0
0,9.616667,40,52,10,3,28,0
0,9.666667,44,61,23,11,38,0.01
1,9.716667,48,87,29,15,15,0.07
0,9.766667,45,91,12,3,33,0.08
0,9.816667,47,93,24,12,31,0.25
1,9.866667,44,79,23,7,22,0.05
1,9.916667,41,73,17,6,12,0
1,9.966667,37,71,8,3,9,0
1,10.016667,38,73,7,3,14,0
0,10.066667,41,81,10,4,46,0
3,10.133333,47,71,35,15,25,0.37
0,10.183333,47,73,18,7,32,0.24
8,10.233333,45,84,26,10,29,0.54
1,10.283333,42,81,24,8,25,0.09
1,10.333333,39,83,22,10,22,0.04
0,10.4,39,81,16,8,15,0.11
1,10.45,41,65,13,6,36,0
4,10.5,38,60,30,14,15,0
0,10.566667,36,59,13,5,38,0
0,10.616667,40,76,25,7,24,0.03
3,10.666667,38,76,20,8,33,0.04
0,10.733333,32,85,26,12,21,0.24
1,10.783333,30,71,17,10,23,0
0,10.833333,26,62,18,10,32,0
0,10.9,27,69,24,10,43,0
0,10.95,38,84,32,19,30,0.47
1,11,37,90,22,12,16,0.42
0,11.066667,39,84,14,7,46,0.24
6,11.116667,43,70,30,12,28,0.07
1,11.183333,42,79,23,11,31,0.22
0,11.233333,41,70,22,10,21,0.12
0,11.283333,44,73,17,7,14,0.02
1,11.35,41,73,12,6,35,0
0,11.4,42,69,35,4,30,0
1,11.466667,45,83,23,10,32,0.16
0,11.516667,47,88,24,12,55,1.47
6,11.583333,46,78,38,21,25,0.55
2,11.633333,46,66,18,11,20,0
0,11.7,45,79,14,6,35,0.41
1,11.75,48,78,24,12,36,0.33
3,11.8,49,78,26,13,47,0.12
1,11.866667,49,76,33,12,28,0.37
3,11.916667,43,76,20,13,22,0.09
1,11.983333,44,72,17,5,25,0
0,12.033333,44,69,21,9,18,0.27
0,12.1,45,65,9,4,24,0
0,12.15,44,71,21,14,29,0.01
0,12.216667,45,82,21,9,18,0.01
0,12.266667,44,71,14,7,30,0
1,12.333333,48,61,24,12,26,0
0,12.383333,51,64,20,9,26,0.23
0,12.45,47,69,23,8,20,0.33
1,12.5,44,84,16,6,23,0.15
1,12.55,45,79,17,8,22,0.28
0,12.616667,46,76,16,10,25,0.14
0,12.666667,46,93,20,9,31,0.12
0,12.733333,50,90,24,16,33,0.26
2,12.783333,50,82,24,15,22,0.32
2,12.85,45,91,17,6,20,1.13
1,12.9,44,82,16,9,18,0.37
0,12.966667,44,77,15,7,30,0.06
0,13.016667,44,91,23,10,31,0.24
1,13.066667,44,82,24,16,36,0.23
1,13.133333,41,78,24,12,29,0.12
2,13.183333,41,78,25,5,21,0.08
2,13.25,44,67,14,3,36,0
0,13.3,49,67,15,8,31,0.01
0,13.35,50,82,23,12,31,0.16
0,13.416667,45,67,23,13,15,0
1,13.466667,44,65,12,4,29,0
0,13.516667,44,80,18,9,31,0.17
0,13.583333,43,81,25,11,13,0.4
0,13.633333,46,82,10,4,25,0.09
1,13.683333,48,73,22,11,25,0.06
1,13.75,44,63,17,6,28,0.01
4,13.8,44,66,22,6,17,0.01
0,13.85,45,64,14,6,41,0
0,13.9,45,62,22,10,21,0
0,13.966667,46,65,16,8,21,0
0,14.016667,48,64,16,7,18,0
4,14.066667,52,57,15,6,22,0
1,14.116667,50,80,16,9,32,0.18
2,14.166667,48,82,24,11,22,0.52
0,14.216667,50,72,17,9,32,0.01
1,14.283333,45,77,24,13,29,0.45
0,14.333333,45,78,21,12,15,0.04
1,14.383333,47,62,12,5,15,0
2,14.433333,50,70,12,5,15,0.13
1,14.483333,51,54,12,4,32,0
0,14.533333,49,72,24,10,22,0.18
2,14.583333,51,65,17,9,37,0
1,14.633333,52,59,24,7,21,0
1,14.683333,51,76,17,9,18,0.03
1,14.733333,50,80,15,9,26,0.13
3,14.766667,51,77,21,9,29,0.04
0,14.816667,51,72,14,5,13,0.02
0,14.866667,52,77,10,3,15,0
1,14.916667,53,74,9,6,26,0
0,14.966667,47,87,18,8,21,0.42
1,15,49,66,16,6,28,0
0,15.05,53,66,24,11,28,0
0,15.083333,57,72,23,8,23,0.97
3,15.133333,49,90,16,10,31,0.81
0,15.166667,50,70,23,12,25,0
1,15.216667,52,63,21,7,29,0
0,15.25,56,45,20,10,17,0
1,15.3,56,48,13,5,14,0
1,15.333333,58,53,10,4,35,0
2,15.366667,51,76,9,4,18,0.04
1,15.416667,54,72,14,7,28,0
1,15.45,54,67,10,3,16,0
1,15.483333,56,67,13,7,30,0
0,15.516667,52,81,18,7,32,0.41
2,15.55,53,67,26,10,30,0.01
1,15.583333,52,71,23,11,21,0.02
1,15.616667,54,68,17,7,18,0.01
1,15.633333,55,71,15,7,17,0
0,15.666667,55,63,14,7,17,0
0,15.7,55,78,12,6,15,0.11
0,15.716667,55,83,10,6,30,0.17
3,15.75,55,79,24,11,26,0.08
1,15.766667,58,69,22,9,20,0
6,15.8,64,58,16,10,13,0
2,15.816667,63,61,12,4,18,0
2,15.833333,62,73,14,8,31,0
2,15.85,57,71,24,13,21,0.21
0,15.883333,56,79,14,7,15,0
1,15.9,60,70,9,5,18,0
0,15.9,59,69,14,6,13,0
0,15.916667,59,66,8,4,24,0
1,15.933333,59,67,18,6,32,0.01
3,15.95,60,75,25,12,22,0.11
3,15.95,57,68,16,9,13,0
5,15.966667,57,69,10,5,14,0.06
4,15.966667,58,69,10,6,16,0
2,15.983333,59,62,10,3,17,0
3,15.983333,56,89,14,6,28,0.41
0,15.983333,57,79,16,7,13,0.03
2,15.983333,62,71,10,3,13,0
4,15.983333,66,60,9,4,31,0
1,15.983333,60,75,15,7,20,0
3,15.983333,58,71,15,8,28,0.07
2,15.983333,59,69,20,5,17,0.26
0,15.983333,60,67,14,6,14,0.01
1,15.966667,60,58,12,5,14,0
4,15.966667,64,68,12,2,18,0
5,15.95,66,74,14,7,29,0
3,15.95,61,76,23,15,26,0
0,15.933333,60,63,21,10,17,0
1,15.916667,61,63,14,6,21,0
2,15.9,67,58,16,6,20,0
0,15.883333,64,67,16,10,18,0
3,15.866667,65,52,15,8,20,0
1,15.85,66,46,15,9,18,0
3,15.833333,71,52,15,8,22,0
0,15.816667,61,71,17,10,21,0.03
2,15.783333,61,60,17,9,20,0.01
3,15.766667,63,53,15,8,18,0
1,15.75,66,54,10,5,13,0
0,15.716667,65,58,10,5,20,0
0,15.683333,64,75,15,5,20,0.08
1,15.666667,64,74,16,8,17,0
1,15.633333,59,87,15,7,33,0.02
0,15.6,66,70,13,4,29,0.02
7,15.566667,66,81,20,6,81,0.35
1,15.533333,59,88,29,4,31,0.07
5,15.5,62,72,12,5,31,0
1,15.466667,63,71,23,9,22,0
1,15.433333,64,66,17,8,46,0
3,15.4,64,68,21,13,21,0
0,15.366667,62,62,16,7,17,0
2,15.333333,67,59,13,10,16,0
1,15.283333,71,53,14,7,15,0
3,15.25,60,79,13,6,26,0.13
1,15.216667,64,70,17,8,37,0
1,15.166667,65,62,23,7,166,0
0,15.133333,66,64,76,9,21,0
2,15.083333,68,62,16,10,20,0
0,15.05,68,60,15,7,29,0
1,15,65,72,16,9,32,0
0,14.95,66,55,22,8,26,0
0,14.916667,66,62,26,4,22,0
1,14.866667,69,60,13,5,20,0
2,14.816667,69,57,13,7,16,0
1,14.766667,62,80,12,5,36,0
1,14.733333,66,70,15,3,14,0
0,14.683333,65,68,10,4,14,0
2,14.633333,62,71,10,7,17,0
1,14.583333,63,70,13,6,30,0
3,14.533333,63,65,13,5,14,0
3,14.483333,64,68,9,4,12,0
1,14.433333,64,67,8,4,17,0
1,14.383333,62,68,13,6,17,0
1,14.333333,63,61,12,6,15,0
1,14.283333,66,56,13,5,17,0
4,14.233333,67,50,15,9,22,0
1,14.183333,65,50,18,6,16,0
4,14.133333,64,68,13,6,23,0
0,14.083333,66,63,20,9,21,0
0,14.016667,72,56,15,6,16,0
2,13.966667,73,56,12,5,23,0
4,13.916667,66,80,18,10,18,0.12
1,13.866667,69,74,15,5,17,0
1,13.816667,71,62,14,6,17,0
1,13.75,70,62,14,6,18,0
0,13.7,72,62,14,7,20,0
1,13.65,70,59,16,7,16,0
2,13.6,67,63,12,5,18,0
0,13.533333,64,71,14,7,17,0
0,13.483333,62,70,13,5,14,0.01
0,13.433333,61,66,10,5,21,0
1,13.366667,62,64,18,6,18,0
3,13.316667,64,61,15,7,20,0
0,13.266667,68,57,16,11,13,0
1,13.2,68,52,10,4,12,0
1,13.15,68,53,8,4,13,0
2,13.1,69,58,12,5,22,0
0,13.033333,69,62,16,8,17,0
1,12.983333,72,56,14,3,18,0
1,12.933333,71,56,14,5,18,0
1,12.866667,70,67,16,6,16,0
1,12.816667,72,58,14,5,16,0
1,12.766667,63,78,13,7,12,0
1,12.7,61,80,10,4,12,0
2,12.65,63,72,8,3,20,0
1,12.583333,60,75,16,8,16,0
0,12.533333,58,67,13,4,17,0
3,12.483333,57,80,14,8,18,0.2
1,12.416667,59,92,15,6,17,0.28
0,12.366667,62,67,14,7,10,0.01
1,12.3,63,60,10,3,15,0
0,12.25,68,61,12,6,17,0
1,12.2,69,70,14,6,17,0
2,12.133333,72,74,15,7,20,0
3,12.083333,68,79,15,5,43,0
10,12.016667,61,71,30,12,24,0.19
2,11.966667,57,83,20,10,23,0.59
1,11.9,58,71,18,9,25,0.01
2,11.85,57,72,21,11,12,0
2,11.8,62,63,10,4,24,0
2,11.733333,58,71,18,7,16,0.01
1,11.683333,55,77,14,4,17,0.02
1,11.616667,57,75,14,5,16,0.37
0,11.566667,57,80,13,6,25,0.1
1,11.516667,56,71,20,6,13,0.05
0,11.45,52,89,12,4,39,0.09
1,11.4,54,86,10,4,15,0.11
0,11.333333,53,90,13,5,14,0.06
0,11.283333,56,78,10,5,17,0.02
1,11.233333,56,77,15,5,30,0.1
2,11.166667,55,86,22,7,29,0.25
2,11.116667,56,87,24,13,23,0.89
0,11.066667,54,73,18,9,18,0
2,11,51,77,16,8,21,0
1,10.95,52,80,16,8,20,0.01
0,10.9,50,80,15,7,13,0
2,10.833333,46,87,9,4,18,0
1,10.783333,52,76,15,6,21,0
0,10.733333,56,73,18,8,20,0
1,10.666667,53,85,15,7,17,0
1,10.616667,53,86,14,5,26,0
0,10.566667,54,90,22,9,28,0.12
1,10.5,58,95,21,10,21,0.58
0,10.45,53,82,10,4,15,0
2,10.4,51,74,10,4,17,0
0,10.35,47,76,14,5,22,0
0,10.3,44,81,17,6,17,0.02
0,10.233333,48,77,14,6,26,0
1,10.183333,48,80,21,7,36,0.5
2,10.133333,50,74,21,5,25,0
0,10.083333,51,85,20,9,17,0.16
2,10.033333,48,76,15,5,28,0
0,9.983333,45,71,9,2,32,0
2,9.933333,43,75,26,8,24,0.35
1,9.883333,46,71,16,7,14,0
0,9.833333,41,84,9,6,15,0.05
0,9.783333,43,68,10,5,12,0
1,9.733333,41,73,7,3,22,0
0,9.683333,44,84,17,8,17,0.01
0,9.633333,49,67,15,4,22,0
1,9.583333,54,63,16,8,15,0
1,9.533333,52,66,12,6,33,0
2,9.483333,45,72,26,9,31,0.23
0,9.45,42,88,24,11,35,0.25
0,9.4,45,83,28,15,29,0.02
0,9.35,41,77,21,9,15,0
0,9.316667,40,69,12,5,40,0
1,9.266667,43,83,28,11,46,0.49
1,9.216667,42,84,32,15,20,0.28
0,9.183333,36,88,15,5,15,0.08
0,9.15,36,80,13,6,12,0
0,9.1,33,80,9,3,36,0
3,9.066667,42,81,24,12,39,0.3
2,9.016667,47,83,29,15,36,1.76
3,8.983333,47,91,25,11,40,0.55
1,8.95,41,81,29,13,26,0.26
0,8.916667,42,77,21,7,15,0
2,8.883333,46,72,12,3,31,0.02
0,8.85,50,78,23,12,9,0.42
0,8.816667,43,74,7,4,25,0
0,8.783333,40,84,20,8,21,0.09
0,8.75,41,83,17,7,14,0
2,8.716667,35,90,13,3,12,0
0,8.7,38,81,10,4,10,0.01
1,8.666667,37,88,8,2,23,0
0,8.65,37,80,18,6,10,0
2,8.616667,35,83,9,4,9,0
0,8.6,33,93,8,4,15,0
1,8.583333,38,90,13,5,18,0
0,8.55,36,80,16,7,9,0
2,8.533333,33,90,8,3,13,0
1,8.516667,36,85,13,4,20,0
0,8.5,38,86,16,6,18,0.02
0,8.483333,34,80,16,8,12,0
1,8.466667,34,80,10,4,15,0
2,8.466667,37,80,10,4,12,0
0,8.45,41,82,9,4,15,0.03
0,8.45,45,87,13,5,24,0
0,8.433333,42,83,18,5,16,0
1,8.433333,41,88,14,4,13,0.19
2,8.433333,41,88,10,3,15,0
1,8.416667,41,86,13,6,14,0
0,8.416667,39,81,10,4,16,0
1,8.416667,33,91,13,4,23,0
0,8.416667,42,81,18,6,14,0.02
1,8.433333,48,70,10,4,53,0
10,8.433333,44,81,38,13,18,0.03
1,8.433333,40,78,14,7,33,0.05
1,8.45,46,93,23,8,39,0.9
2,8.45,51,85,29,16,39,0.63
0,8.466667,48,88,28,11,31,0.29
1,8.483333,43,78,24,13,20,0.07
0,8.5,38,70,15,6,25,0
0,8.5,48,44,20,11,40,0
2,8.516667,44,66,29,10,15,0.43
0,8.533333,49,80,12,5,33,0.03
0,8.566667,48,80,24,11,37,0.8
0,8.583333,43,80,24,14,14,0.05
1,8.6,38,86,10,5,14,0.1
0,8.633333,41,84,12,5,14,0
1,8.65,44,79,10,4,20,0
0,8.683333,45,80,15,8,24,0.17
1,8.7,38,78,20,8,23,0.04
1,8.733333,37,67,20,11,15,0
0,8.766667,36,64,13,4,10,0
0,8.8,34,73,9,3,35,0
2,8.816667,37,78,26,12,21,0.16
2,8.85,30,91,17,7,30,0.21
1,8.883333,31,89,23,11,29,0.1
3,8.933333,35,85,21,13,24,0.32
4,8.966667,30,81,21,11,12,0.78
7,9,29,89,12,4,22,0.6
9,9.033333,38,91,18,5,47,0.53
7,9.083333,43,81,33,18,43,0.12
1,9.116667,40,76,26,11,21,0.24
2,9.15,41,74,17,8,52,0
10,9.2,43,88,39,11,45,0.34
5,9.233333,44,79,35,12,38,0.32
1,9.283333,41,75,28,11,10,0.19
0,9.333333,36,73,8,3,14,0
0,9.366667,39,70,10,5,24,0
1,9.416667,44,79,18,10,32,1.09
0,9.466667,45,85,24,11,24,0.14
2,9.516667,46,78,18,9,26,0.07
0,9.55,43,85,20,6,18,0.53
0,9.6,41,73,15,6,29,0
1,9.65,47,52,23,12,24,0
0,9.7,51,40,20,10,16,0
0,9.75,46,59,14,7,28,0
0,9.8,48,56,23,11,31,0
0,9.85,53,30,23,12,17,0.01
0,9.9,46,73,15,6,20,0.11
1,9.95,49,80,16,5,18,0.1
0,10,50,75,16,7,20,0.1
3,10.066667,45,82,15,8,12,0.03
1,10.116667,44,80,8,3,10,0.04
1,10.166667,43,88,9,3,21,0.45
0,10.216667,39,85,17,7,14,0.1
0,10.266667,39,83,13,4,15,0
1,10.333333,42,86,13,5,36,0.07
1,10.383333,45,87,25,8,38,0.68
1,10.433333,42,86,28,18,30,0.25
1,10.483333,40,72,24,11,18,0
1,10.55,41,85,15,6,37,0.12
2,10.6,48,90,28,17,39,0.03
1,10.65,44,79,28,13,21,0.34
1,10.716667,42,73,16,9,23,0
0,10.766667,42,83,17,8,36,0.45
1,10.816667,41,78,24,14,22,0
1,10.883333,36,74,17,8,21,0.05
0,10.933333,36,67,16,7,29,0
0,11,38,61,21,9,38,0.14
0,11.05,38,84,29,16,22,0.03
0,11.1,39,83,17,7,22,0
0,11.166667,42,80,17,11,33,0.08
3,11.216667,49,77,26,16,25,0
0,11.283333,48,77,21,13,43,0
0,11.333333,40,67,29,14,21,0.27
0,11.383333,38,65,16,6,15,0.02
0,11.45,39,58,13,6,28,0
0,11.5,47,63,13,6,30,0
1,11.566667,45,80,14,6,22,0.14
0,11.616667,44,88,16,8,30,0.41
0,11.683333,41,80,24,13,40,0.54
0,11.733333,40,73,29,14,37,0.76
0,11.8,38,85,24,12,30,0.37
2,11.85,40,78,21,10,38,0.34
3,11.916667,47,87,29,13,30,0.94
1,11.966667,44,81,22,11,25,0.33
0,12.033333,42,78,21,8,16,0.37
1,12.083333,36,87,14,6,20,0.14
2,12.133333,38,75,15,7,37,0.08
1,12.2,41,85,28,14,21,0.14
0,12.25,41,66,17,6,15,0.05
0,12.316667,43,70,13,5,18,0.16
1,12.366667,44,62,16,6,21,0
0,12.433333,49,61,18,12,20,0
0,12.483333,46,68,15,6,22,0
0,12.55,49,64,17,10,26,0
1,12.6,51,62,20,9,35,0.19
2,12.666667,48,71,26,13,32,0.05
0,12.716667,47,88,24,10,37,1.08
0,12.766667,45,81,26,11,25,0.22
2,12.833333,44,82,22,8,41,0.52
0,12.883333,44,78,30,15,18,0.06
3,12.95,51,57,15,7,29,0
0,13,46,71,21,7,18,0.06
0,13.066667,44,69,15,5,16,0
1,13.116667,43,76,13,4,17,0.18
1,13.166667,45,64,12,6,26,0.01
0,13.233333,48,59,21,10,22,0
0,13.283333,58,32,17,9,20,0
1,13.333333,56,50,16,5,18,0
0,13.4,56,64,14,7,17,0
0,13.45,49,84,13,6,30,0.09
1,13.516667,50,72,23,6,23,0.02
2,13.566667,49,68,20,9,16,0
1,13.616667,49,69,12,7,15,0
1,13.666667,53,60,13,7,33,0
1,13.733333,50,78,25,13,15,0.32
0,13.783333,45,74,10,4,22,0.07
0,13.833333,51,73,18,9,22,0.07
0,13.9,49,76,16,6,22,0.43
0,13.95,50,75,17,6,13,0.26
1,14,54,66,10,5,18,0
1,14.05,61,59,16,6,17,0
4,14.1,60,62,16,8,18,0
0,14.166667,54,89,14,6,24,0.17
1,14.216667,55,93,17,6,38,0.42
0,14.266667,51,72,28,12,26,0.15
1,14.316667,50,70,20,11,17,0.03
0,14.366667,54,74,12,6,17,0
1,14.416667,54,75,14,4,38,0.17
3,14.466667,50,81,26,18,32,0.17
0,14.516667,48,69,26,14,15,0.02
0,14.566667,49,68,12,6,25,0.02
0,14.616667,49,91,20,8,30,0.73
1,14.666667,49,74,20,10,16,0.07
1,14.716667,49,69,13,5,17,0
0,14.766667,53,63,13,5,14,0
2,14.816667,59,57,12,5,26,0
