Total_outages,Day_length_hr,Avg_Temp_F,Avg_humidity_percent,Max_windspeed_mph,Avg_windspeed_mph,Max_windgust_mph,Precipitation_in
0,15.816667,64,68,10,6,9,0
1,15.783333,70,49,13,7,9,0
0,15.766667,74,53,12,7,9,0
1,15.733333,60,69,13,8,9,0
1,15.716667,62,74,12,5,23,0
0,15.683333,62,81,17,8,9,0.03
2,15.65,60,76,12,7,9,0.01
1,15.633333,66,64,14,7,9,0
1,15.6,67,58,15,9,9,0
0,15.566667,68,52,13,9,9,0
2,15.533333,60,69,16,6,9,0
3,15.5,64,57,14,10,9,0
1,15.466667,66,56,12,7,9,0
1,15.433333,72,47,13,9,9,0
7,15.4,81,44,12,8,9,0
5,15.366667,82,50,12,6,9,0
1,15.316667,80,46,14,8,18,0
1,15.283333,81,41,13,7,9,0
2,15.25,67,74,10,7,9,0
1,15.2,70,66,14,6,16,0
0,15.166667,69,72,14,8,22,0
1,15.116667,62,67,18,11,17,0
0,15.083333,61,64,15,9,22,0
2,15.033333,64,65,20,11,21,0
0,15,66,65,17,9,16,0
0,14.95,64,62,13,6,17,0
0,14.9,64,68,14,7,9,0
0,14.85,65,56,12,8,15,0
0,14.816667,65,60,13,7,17,0
0,14.766667,69,52,15,7,15,0
0,14.716667,72,52,13,6,16,0
2,14.666667,69,66,14,6,17,0
0,14.616667,65,67,14,9,14,0
1,14.566667,68,72,12,6,16,0.01
1,14.516667,65,68,14,7,15,0
2,14.466667,62,69,12,6,20,0
1,14.416667,64,67,17,6,16,0
1,14.366667,69,61,14,8,21,0
0,14.316667,71,58,18,6,18,0
2,14.266667,63,70,14,8,15,0
1,14.216667,64,64,13,7,13,0
0,14.166667,63,71,10,5,17,0
0,14.116667,67,65,15,8,16,0
3,14.066667,71,57,14,7,15,0
1,14.016667,71,58,14,6,15,0
2,13.966667,67,67,12,7,17,0
0,13.9,62,72,15,8,16,0
0,13.85,60,80,14,7,13,0
0,13.8,62,72,10,4,23,0
0,13.75,66,68,20,7,14,0
1,13.683333,70,61,13,5,9,0
1,13.633333,73,50,12,7,21,0
1,13.583333,72,50,17,7,24,0
1,13.533333,62,63,21,10,17,0.01
0,13.466667,62,62,14,8,24,0
0,13.416667,62,61,21,11,24,0
1,13.366667,72,45,22,12,17,0
1,13.3,74,39,15,7,14,0
1,13.25,70,49,12,5,17,0
0,13.2,67,64,15,6,20,0
1,13.133333,67,68,15,5,13,0
0,13.083333,69,60,9,4,13,0
0,13.033333,63,72,10,5,17,0
1,12.966667,61,72,14,7,25,0
1,12.916667,63,69,20,12,16,0.02
2,12.866667,62,62,14,7,16,0
0,12.8,65,50,15,7,22,0
0,12.75,66,65,16,8,22,0
0,12.683333,57,74,17,10,18,0.03
1,12.633333,57,73,15,8,15,0.31
1,12.583333,56,70,13,5,24,0.06
2,12.516667,58,68,21,9,14,0.01
0,12.466667,59,68,12,6,20,0
1,12.4,62,79,16,8,9,0.39
3,12.35,56,80,13,4,20,0.15
0,12.3,53,92,16,10,20,0.29
2,12.233333,54,86,16,7,13,0.17
1,12.183333,55,78,12,5,16,0
1,12.116667,59,74,14,6,13,0
1,12.066667,64,75,10,5,15,0
0,12.016667,65,63,14,4,14,0
1,11.95,66,67,12,5,12,0
1,11.9,67,69,9,3,14,0
0,11.833333,67,70,12,5,16,0
2,11.783333,65,73,14,5,17,0
0,11.733333,56,77,15,7,17,0
0,11.666667,58,65,15,7,12,0
0,11.616667,55,71,10,4,15,0
0,11.55,54,78,13,7,20,0
0,11.5,58,67,16,8,12,0
1,11.45,61,58,10,3,14,0
0,11.383333,54,82,12,6,13,0.02
0,11.333333,53,79,10,4,16,0
0,11.266667,53,79,14,8,23,0
1,11.216667,56,70,20,13,12,0
1,11.166667,54,71,10,5,9,0
1,11.1,57,63,8,2,9,0
1,11.05,59,71,8,2,12,0
0,11,56,76,10,4,16,0
1,10.933333,49,93,14,6,25,0.04
1,10.883333,52,92,21,10,18,0.43
2,10.833333,52,87,15,5,10,0.01
1,10.766667,55,82,9,3,20,0
0,10.716667,51,90,17,8,20,0.28
3,10.666667,55,92,17,9,15,0.19
0,10.6,52,80,8,6,21,0
1,10.55,53,80,18,11,21,0
1,10.5,54,74,18,6,10,0
1,10.45,49,86,9,4,22,0
0,10.383333,48,84,20,9,14,0.03
0,10.333333,47,76,12,7,23,0
0,10.283333,52,72,17,13,22,0
1,10.233333,55,77,18,9,22,0
0,10.183333,51,86,18,4,33,0
6,10.116667,46,85,28,11,18,0.55
0,10.066667,39,69,15,9,18,0
0,10.016667,39,67,16,11,22,0
0,9.966667,46,40,20,10,24,0
0,9.916667,45,64,20,10,35,1.05
1,9.866667,54,90,26,14,30,0.45
3,9.816667,55,89,24,12,29,1.91
0,9.766667,55,90,23,9,30,0.87
1,9.716667,58,93,22,14,26,3.29
0,9.666667,52,92,22,12,22,0.53
1,9.616667,50,72,17,7,20,0.26
4,9.566667,47,86,16,8,37,0.52
2,9.533333,46,77,29,14,30,0.79
0,9.483333,46,82,24,15,29,0.21
0,9.433333,46,86,23,13,38,1.07
3,9.383333,41,88,31,14,26,0.23
0,9.35,43,77,23,8,41,0.01
5,9.3,49,83,32,16,24,0.44
0,9.25,45,69,20,10,16,0
0,9.216667,46,65,14,9,28,0
0,9.166667,47,60,24,7,36,0
2,9.133333,48,73,26,10,26,0.46
1,9.1,48,77,20,11,41,0.51
8,9.05,45,82,31,14,26,0.51
1,9.016667,44,81,22,8,39,0.54
1,8.983333,40,90,29,15,33,0.64
1,8.95,41,84,25,13,22,0
0,8.9,40,74,17,9,29,0
9,8.866667,38,78,24,10,28,0.79
3,8.833333,32,79,22,13,26,0.18
1,8.8,23,72,21,11,18,0
0,8.783333,26,81,14,6,23,0.33
0,8.75,38,90,18,7,10,0.04
0,8.716667,37,93,9,3,12,0.01
0,8.683333,35,83,10,6,13,0
0,8.666667,39,76,10,6,24,0
1,8.633333,43,85,18,7,9,0
0,8.616667,45,86,8,4,9,0
0,8.583333,42,90,8,2,13,0
0,8.566667,44,77,9,3,16,0
3,8.55,44,75,14,4,21,0
0,8.533333,44,80,16,9,22,0.19
1,8.516667,45,85,17,9,45,0.23
6,8.5,48,85,35,13,35,0.84
2,8.483333,45,80,26,11,47,0.33
15,8.466667,47,86,39,19,60,0.26
40,8.466667,47,81,47,15,69,1.55
49,8.45,41,76,52,18,14,0.02
0,8.433333,36,67,12,6,13,0
0,8.433333,33,76,10,6,13,0
0,8.433333,34,73,12,5,13,0
0,8.433333,38,85,10,4,26,0.01
3,8.416667,41,75,22,7,29,0.37
1,8.416667,44,75,24,14,17,0.5
0,8.416667,41,81,14,6,28,0
2,8.416667,41,90,21,9,24,0.62
0,8.433333,41,73,20,11,20,0.71
0,8.433333,45,82,15,6,25,0.06
3,8.433333,38,85,21,11,18,1.27
5,8.45,37,91,15,6,14,0.33
1,8.45,34,77,12,5,16,0
1,8.466667,37,70,15,7,12,0
0,8.483333,37,85,10,3,12,0
1,8.5,40,81,10,4,16,0
0,8.516667,41,85,14,7,46,0.41
4,8.533333,51,86,36,16,30,1.77
2,8.55,44,88,24,12,25,1.01
0,8.566667,36,84,20,8,46,0.15
4,8.583333,37,81,38,18,36,0.77
2,8.6,40,80,25,12,39,0.03
0,8.633333,45,88,30,18,23,0.93
0,8.65,43,85,18,8,45,0
1,8.683333,43,76,35,16,31,0.16
2,8.716667,32,88,24,12,25,0.26
5,8.733333,27,82,22,11,13,0
0,8.766667,25,74,12,5,12,0
1,8.8,25,84,10,5,10,0
1,8.833333,28,76,9,5,10,0
0,8.866667,29,73,9,5,14,0
0,8.9,32,79,13,5,16,0.18
0,8.933333,36,91,13,5,18,0.16
0,8.966667,39,85,15,9,29,0.16
0,9,40,87,21,11,18,0.21
1,9.05,41,79,15,7,13,0
0,9.083333,40,76,10,6,17,0
1,9.116667,45,78,15,7,17,0
0,9.166667,48,78,15,7,13,0
0,9.2,43,77,12,7,16,0
0,9.25,38,91,14,6,30,0.02
0,9.3,40,85,24,14,21,0
0,9.333333,42,73,20,6,15,0
0,9.383333,39,67,14,5,15,0
0,9.433333,34,88,13,5,22,0
0,9.466667,41,75,18,12,18,0
0,9.516667,38,75,17,7,18,0
0,9.566667,40,64,17,5,9,0
0,9.616667,36,71,9,4,15,0
0,9.666667,37,71,13,6,12,0.14
2,9.716667,48,95,10,3,12,0.16
2,9.766667,44,97,10,3,15,0
0,9.816667,45,93,12,5,15,0.03
0,9.866667,48,89,13,4,17,0.09
0,9.916667,48,86,13,5,17,0.01
1,9.966667,50,79,15,8,22,0.09
0,10.016667,49,70,20,8,25,0.16
2,10.066667,50,80,20,8,13,0.22
0,10.116667,48,79,10,6,16,0
1,10.183333,46,78,13,7,21,0.02
0,10.233333,44,85,18,7,38,0.16
2,10.283333,50,89,32,14,18,0.12
0,10.333333,47,83,15,5,28,0.01
1,10.4,51,84,21,9,33,0.13
0,10.45,44,85,28,17,36,0
1,10.5,44,88,25,16,35,0.74
2,10.55,40,86,26,17,20,0.25
1,10.616667,42,64,16,8,17,0.05
0,10.666667,43,80,15,7,24,0.13
1,10.716667,40,74,22,13,20,0.01
0,10.783333,40,78,15,10,26,0.36
0,10.833333,42,82,22,9,24,0.2
0,10.883333,41,76,21,10,18,0.11
1,10.95,37,81,16,6,30,0.15
0,11,37,81,24,13,20,0.04
0,11.066667,36,73,15,6,21,0
0,11.116667,38,85,17,10,17,0.23
0,11.166667,47,89,14,6,15,0.05
0,11.233333,48,82,13,5,16,0
0,11.283333,53,75,14,5,18,0.06
0,11.35,55,66,15,7,23,0
0,11.4,48,74,17,9,26,0.2
0,11.466667,46,80,22,12,15,0.2
0,11.516667,48,78,10,6,17,0.06
0,11.583333,52,89,15,7,33,0.36
0,11.633333,55,93,28,15,30,0.74
0,11.683333,47,77,24,13,28,0.1
1,11.75,43,79,22,12,29,0.01
0,11.8,43,68,23,8,10,0
1,11.866667,41,71,9,3,18,0.01
0,11.916667,54,69,15,7,21,0
1,11.983333,50,92,16,8,16,0.11
0,12.033333,55,85,14,6,23,0.02
1,12.1,48,87,18,10,30,0.33
2,12.15,43,77,23,14,21,0.1
0,12.216667,42,69,16,9,26,0
0,12.266667,48,82,22,13,23,0.07
0,12.333333,49,90,18,10,23,0.17
0,12.383333,49,97,18,12,26,0.91
2,12.433333,48,75,21,9,20,0.01
1,12.5,48,66,16,8,21,0.05
0,12.55,45,86,17,9,16,0.29
0,12.616667,46,68,13,5,9,0
0,12.666667,50,68,9,3,16,0
1,12.733333,49,77,14,6,18,0.16
0,12.783333,46,83,16,8,25,0.18
0,12.85,41,71,22,12,23,0
0,12.9,43,69,17,9,20,0
0,12.95,45,69,17,9,12,0
2,13.016667,52,69,10,5,17,0
2,13.066667,58,65,13,6,15,0
2,13.133333,65,50,13,6,21,0
1,13.183333,57,81,17,6,23,0.03
1,13.233333,54,72,18,9,36,0.1
1,13.3,47,78,29,16,26,0.08
3,13.35,48,70,24,10,20,0
0,13.416667,49,65,16,8,20,0
0,13.466667,48,78,16,9,23,0
0,13.516667,48,78,18,7,23,0.09
2,13.583333,50,74,21,11,15,0.01
0,13.633333,48,61,12,5,26,0
0,13.683333,48,76,22,11,20,0.04
1,13.733333,48,72,17,10,26,0.05
0,13.8,48,74,20,7,17,0.01
1,13.85,48,65,14,8,15,0
0,13.9,47,58,10,5,16,0
0,13.966667,52,70,14,6,17,0.09
0,14.016667,53,69,14,6,15,0
1,14.066667,54,70,13,6,21,0
2,14.116667,53,76,16,8,21,0.1
0,14.166667,50,72,17,11,21,0
0,14.216667,54,73,17,10,22,0
0,14.283333,56,79,17,9,26,0.01
1,14.333333,55,58,22,11,18,0
0,14.383333,55,60,16,8,15,0
1,14.433333,53,65,13,7,13,0.09
0,14.483333,51,77,12,5,32,0.05
3,14.533333,50,77,26,10,28,0.31
0,14.583333,49,69,24,10,20,0.01
1,14.633333,51,70,16,6,17,0.14
2,14.683333,49,65,15,8,15,0
0,14.716667,53,77,13,6,13,0
3,14.766667,62,73,10,4,28,0
1,14.816667,61,70,24,11,20,0
0,14.866667,55,53,17,9,18,0
0,14.916667,56,55,15,7,21,0
0,14.95,55,58,18,10,28,0
0,15,55,60,22,10,22,0
0,15.05,53,64,17,11,21,0
1,15.083333,56,64,15,12,21,0
2,15.133333,67,53,18,9,18,0
2,15.166667,56,69,14,9,16,0
1,15.216667,57,61,14,6,25,0
2,15.25,60,58,21,6,26,0.01
1,15.3,55,69,21,10,20,0.03
0,15.333333,50,82,15,7,22,0.56
0,15.366667,53,78,12,6,10,0.31
1,15.4,55,73,8,3,13,0
1,15.45,57,67,10,4,22,0
0,15.483333,61,55,16,7,15,0
0,15.516667,63,58,13,4,17,0
2,15.55,59,71,13,7,25,0
1,15.583333,52,76,18,8,18,0.04
1,15.616667,55,65,15,7,18,0
0,15.633333,64,54,14,9,18,0
2,15.666667,71,47,14,5,18,0
0,15.7,68,54,15,6,18,0
2,15.716667,66,58,15,7,17,0
1,15.75,68,54,14,7,24,0
1,15.766667,70,59,20,6,22,0
1,15.8,62,76,16,8,25,0.06
2,15.816667,57,73,21,9,23,0.04
0,15.833333,56,66,18,9,16,0.01
1,15.85,57,72,13,5,18,0
2,15.883333,60,60,16,8,18,0
1,15.9,56,83,13,4,29,0.28
0,15.9,58,76,22,12,22,0
1,15.916667,56,64,18,10,16,0
0,15.933333,58,60,12,4,30,0
2,15.95,59,67,22,11,18,0.01
0,15.95,59,60,15,7,18,0
0,15.966667,59,72,14,4,23,0.15
1,15.966667,59,69,18,11,23,0
0,15.983333,55,81,16,10,16,0.01
1,15.983333,57,66,13,7,13,0
1,15.983333,62,60,9,3,24,0
1,15.983333,66,62,18,5,21,0
1,15.983333,66,58,16,8,21,0
0,15.983333,61,64,16,9,23,0
2,15.983333,61,60,18,8,24,0
3,15.983333,54,81,18,9,17,0.38
1,15.983333,58,61,13,8,20,0
1,15.966667,67,57,16,7,14,0
1,15.966667,64,50,10,5,14,0
2,15.95,64,78,12,5,22,0.3
1,15.95,60,83,17,7,18,0.1
2,15.933333,62,65,15,7,20,0
2,15.916667,65,61,13,5,20,0
2,15.9,68,51,15,7,18,0
2,15.883333,70,60,14,6,22,0
1,15.866667,73,55,17,9,22,0
2,15.85,70,52,17,11,22,0
1,15.833333,71,45,17,9,16,0
0,15.816667,66,65,12,6,17,0
0,15.8,65,64,15,8,24,0
4,15.766667,68,61,20,12,25,0
2,15.75,77,47,20,12,21,0
4,15.716667,80,50,16,9,21,0
1,15.7,70,65,15,6,20,0
1,15.666667,69,66,15,5,13,0.01
1,15.633333,72,64,10,4,18,0
0,15.6,72,59,14,8,13,0
2,15.566667,71,58,10,4,10,0
2,15.55,65,80,9,3,17,0.04
3,15.516667,63,87,13,7,20,0.29
1,15.483333,65,77,15,5,20,0.05
1,15.433333,63,89,15,5,15,0.45
1,15.4,67,79,12,6,15,0.29
1,15.366667,67,89,10,4,20,0.28
0,15.333333,65,87,17,7,22,0.03
1,15.3,65,60,17,10,20,0
0,15.25,67,62,14,7,16,0
3,15.216667,63,81,10,5,18,0
0,15.166667,67,63,10,5,17,0
4,15.133333,68,65,13,8,20,0
1,15.083333,65,69,16,8,23,0
0,15.05,65,55,16,9,25,0
1,15,66,54,20,9,20,0
0,14.966667,71,49,16,7,15,0
3,14.916667,71,53,12,4,16,0
0,14.866667,65,77,12,8,17,0.05
0,14.816667,66,65,13,5,15,0
0,14.783333,66,75,12,6,18,0
0,14.733333,63,75,14,8,21,0
0,14.683333,62,80,16,9,21,0
0,14.633333,66,64,17,10,20,0
3,14.583333,63,59,15,7,15,0
1,14.533333,65,59,12,6,15,0
1,14.483333,63,62,13,4,14,0
0,14.433333,63,65,12,6,20,0
0,14.383333,66,61,16,9,17,0
0,14.333333,70,56,14,7,18,0
1,14.283333,72,52,14,5,22,0
1,14.233333,66,71,17,9,20,0
1,14.183333,66,62,16,7,17,0
0,14.133333,65,67,15,5,16,0.2
1,14.083333,60,86,13,6,18,0.25
1,14.016667,62,85,14,5,15,0.16
2,13.966667,66,80,10,6,15,0.06
1,13.916667,67,70,12,7,21,0
1,13.866667,67,63,16,6,13,0
1,13.816667,68,66,9,4,23,0
1,13.75,64,75,18,7,23,0.01
0,13.7,63,67,18,8,18,0
0,13.65,63,59,15,8,9,0
0,13.6,66,56,14,6,17,0
1,13.533333,72,54,14,7,21,0
0,13.483333,69,64,16,5,14,0
0,13.433333,65,62,13,6,18,0
0,13.383333,65,58,15,6,17,0
0,13.316667,67,62,13,5,28,0
1,13.266667,68,65,20,4,18,0.46
2,13.216667,63,89,15,3,17,0.66
0,13.15,67,77,14,6,15,0
1,13.1,64,68,10,5,18,0
0,13.05,62,62,14,6,20,0
1,12.983333,62,70,16,10,23,0
0,12.933333,66,54,20,12,20,0
0,12.866667,71,48,15,8,14,0
2,12.816667,70,60,10,4,16,0
0,12.766667,64,75,12,4,14,0
0,12.7,61,82,12,4,13,0
1,12.65,61,75,10,4,12,0
0,12.583333,61,71,8,3,18,0
0,12.533333,58,84,15,6,14,0.19
0,12.483333,57,84,12,6,20,0.22
0,12.416667,55,72,16,7,22,0
0,12.366667,57,71,17,9,18,0
1,12.3,54,77,14,5,24,0
1,12.25,59,76,20,7,20,0.01
0,12.2,56,70,16,7,10,0
1,12.133333,55,71,8,3,15,0
0,12.083333,56,71,9,3,10,0
2,12.016667,54,87,8,4,18,0.02
0,11.966667,57,78,15,6,23,0
0,11.916667,58,76,20,6,24,0.23
2,11.85,53,72,18,8,21,0.09
0,11.8,52,74,17,9,18,0.09
3,11.733333,52,90,16,9,30,1.19
1,11.683333,56,79,22,13,31,0.05
1,11.633333,52,92,21,13,29,0.8
3,11.566667,50,78,22,11,14,0.26
1,11.516667,51,76,12,6,15,0.07
0,11.45,50,78,13,6,20,0
0,11.4,50,82,15,8,29,0.08
1,11.35,56,82,22,11,18,0.22
1,11.283333,51,77,14,7,12,0
0,11.233333,56,75,9,3,20,0.01
0,11.166667,53,89,16,8,17,0.05
0,11.116667,51,72,14,8,16,0
0,11.066667,54,77,14,5,20,0.01
0,11,53,78,9,3,10,0
0,10.95,55,78,8,3,38,0
2,10.9,53,92,20,6,31,0.09
0,10.833333,50,79,24,9,29,0.02
0,10.783333,49,80,22,9,53,0.32
34,10.733333,53,77,39,13,33,0.23
7,10.666667,48,84,26,14,22,0.73
0,10.616667,49,86,17,11,21,0.23
2,10.566667,51,79,16,9,24,0.03
0,10.516667,56,73,20,6,14,0
0,10.45,60,75,12,4,24,0
0,10.4,50,80,22,9,22,0.1
0,10.35,46,72,18,7,24,0
1,10.3,45,73,21,11,18,0
1,10.233333,45,82,15,4,13,0
1,10.183333,48,76,10,3,23,0
0,10.133333,48,77,20,7,14,0.02
1,10.083333,45,82,13,6,12,0
1,10.033333,41,88,10,4,15,0
0,9.983333,45,75,12,5,14,0.02
0,9.933333,42,71,10,3,25,0
0,9.883333,53,78,20,11,24,0
1,9.833333,48,86,18,6,14,0.06
0,9.783333,47,82,12,6,10,0
1,9.733333,46,89,8,1,9,0
0,9.683333,52,85,8,2,15,0.03
1,9.633333,53,89,12,3,32,0.01
0,9.583333,52,82,23,10,30,0.2
1,9.533333,48,76,23,11,32,0.14
0,9.483333,47,68,24,14,47,0.03
3,9.45,48,71,36,16,20,0.56
1,9.4,44,74,15,6,28,0
2,9.35,45,61,22,10,26,0.08
2,9.316667,50,87,17,10,26,1.09
1,9.266667,51,86,21,6,36,0.06
1,9.233333,47,88,28,8,13,0.47
1,9.183333,43,83,9,4,16,0.02
1,9.15,41,85,13,6,17,0.39
2,9.1,42,79,14,6,20,0.04
0,9.066667,40,75,16,10,20,0
0,9.016667,39,67,16,10,13,0
0,8.983333,38,71,12,4,12,0
0,8.95,38,74,9,4,15,0
0,8.916667,40,79,10,6,32,0
0,8.883333,38,73,23,8,14,0.33
0,8.85,42,76,12,6,13,0
0,8.816667,40,83,10,5,18,0.18
0,8.783333,40,81,15,9,14,0
1,8.75,38,72,12,8,26,0
2,8.716667,35,74,21,10,48,0.25
1,8.7,41,82,32,13,37,1.55
4,8.666667,53,90,26,13,38,3.77
0,8.65,51,85,26,16,17,0.09
0,8.616667,44,86,14,6,22,0
1,8.6,41,88,17,10,22,0.02
1,8.583333,40,62,17,9,24,0
1,8.55,35,58,15,7,10,0
0,8.533333,32,81,9,3,17,0
1,8.516667,37,81,14,6,22,0.01
0,8.5,36,78,18,5,17,0
0,8.483333,38,81,14,4,24,0
0,8.466667,40,84,18,10,18,0.15
0,8.466667,43,84,14,5,33,0.02
0,8.45,43,83,25,15,26,0.18
0,8.45,43,66,21,8,31,0.02
1,8.433333,41,76,23,11,38,0.17
1,8.433333,42,80,29,9,36,0.5
0,8.433333,43,88,26,14,23,0.82
0,8.416667,38,82,17,8,15,0.04
1,8.416667,37,81,12,5,31,0
1,8.416667,41,88,22,9,36,0.36
2,8.416667,43,91,26,12,32,0.4
0,8.433333,38,81,23,8,33,0
0,8.433333,35,81,26,10,30,0.1
0,8.433333,38,83,22,10,20,0
1,8.45,36,89,15,10,35,0.43
0,8.45,40,86,25,16,41,0.09
1,8.466667,39,79,30,12,36,0.11
1,8.483333,39,83,24,14,16,0
1,8.483333,40,72,14,7,33,0
0,8.5,44,38,28,14,24,0
0,8.516667,42,68,16,6,37,0.4
1,8.533333,45,78,29,11,40,0.19
3,8.566667,47,65,31,14,47,0.03
5,8.583333,42,75,36,16,21,0.14
0,8.6,37,84,15,6,20,0.19
0,8.633333,37,82,16,8,40,0.02
0,8.65,38,82,30,10,31,0.57
1,8.683333,39,71,22,10,30,0.27
0,8.7,44,87,22,13,30,0.62
1,8.733333,44,85,24,12,28,0.16
0,8.766667,46,85,22,11,17,0.33
0,8.783333,45,75,13,5,33,0
1,8.816667,40,82,26,12,25,0.15
0,8.85,36,68,20,4,12,0
0,8.883333,37,65,9,5,9,0
0,8.916667,38,73,8,2,10,0
2,8.966667,38,73,9,4,30,0
0,9,39,81,23,10,21,0.14
0,9.033333,37,72,17,8,17,0.07
1,9.066667,32,54,16,7,17,0
0,9.116667,33,54,16,5,17,0
0,9.15,35,54,14,5,24,0
0,9.2,40,31,18,9,13,0
2,9.233333,34,54,10,4,30,0
0,9.283333,33,77,23,8,23,0.35
0,9.333333,35,81,17,6,29,0
1,9.366667,34,84,21,9,41,0.15
0,9.416667,38,86,30,16,37,0.08
0,9.466667,39,83,26,14,37,0.11
0,9.516667,39,84,29,14,31,0.29
0,9.55,39,82,23,15,16,0
0,9.6,38,79,14,8,17,0
0,9.65,37,83,15,5,21,0.02
0,9.7,36,83,16,8,45,0
1,9.75,41,85,33,15,46,0.17
2,9.8,39,83,36,14,53,0.27
1,9.85,43,83,39,21,38,0.04
1,9.9,43,88,29,17,25,0.34
0,9.95,48,84,18,11,31,0.06
0,10,46,82,24,13,20,0.32
0,10.066667,46,85,16,7,33,0
0,10.116667,46,82,24,9,14,0
0,10.166667,42,75,12,4,9,0
1,10.216667,41,74,8,3,21,0
0,10.266667,41,81,16,5,16,0.01
2,10.333333,46,72,14,4,9,0
1,10.383333,42,74,15,10,13,0
1,10.433333,45,76,12,3,12,0
0,10.483333,44,78,10,4,12,0
2,10.55,47,76,9,3,17,0
0,10.6,44,76,14,4,22,0
0,10.65,48,69,17,7,24,0.01
0,10.716667,46,63,21,9,21,0
1,10.766667,49,60,18,10,18,0
0,10.816667,49,69,15,6,13,0
0,10.883333,48,73,10,3,17,0
0,10.933333,48,82,15,8,14,0.08
2,10.983333,51,83,9,3,31,0.01
0,11.05,51,74,23,9,26,0.14
0,11.1,45,78,21,12,17,0.07
0,11.166667,43,73,13,5,35,0
0,11.216667,44,78,25,12,21,0.07
0,11.283333,44,67,17,5,14,0
0,11.333333,42,71,12,5,20,0
0,11.383333,44,73,15,4,16,0.01
0,11.45,46,76,13,5,17,0.02
1,11.5,47,74,14,6,15,0
0,11.566667,49,61,10,3,31,0
0,11.616667,54,75,23,6,35,0.31
0,11.683333,44,75,26,14,12,0.08
1,11.733333,43,66,10,4,28,0
0,11.8,42,80,17,6,16,0.44
0,11.85,44,88,13,6,17,0.35
1,11.9,46,79,15,3,25,0.15
0,11.966667,42,75,18,10,28,0.11
2,12.016667,47,81,21,12,21,0.02
0,12.083333,45,66,15,6,28,0
1,12.133333,46,70,20,9,31,0.05
1,12.2,43,76,24,12,28,0.11
1,12.25,43,69,21,10,24,0
1,12.316667,47,59,20,8,43,0
3,12.366667,42,78,32,12,21,0.64
0,12.433333,43,57,16,8,24,0
0,12.483333,39,75,20,9,24,0.29
1,12.55,39,79,20,9,28,0.28
0,12.6,40,76,22,13,29,0
0,12.65,38,82,22,11,23,0.32
0,12.716667,39,81,18,6,15,0.3
2,12.766667,42,75,13,6,24,0
1,12.833333,44,66,18,10,18,0.03
0,12.883333,41,65,15,7,20,0
0,12.95,44,54,15,7,13,0
0,13,46,62,10,3,25,0
2,13.05,44,79,18,9,20,0.13
0,13.116667,45,72,15,8,26,0.06
0,13.166667,47,78,18,11,30,0.11
1,13.233333,45,77,21,14,21,0.04
0,13.283333,44,74,18,8,21,0.06
2,13.333333,44,68,16,5,22,0
0,13.4,49,72,17,8,16,0.01
1,13.45,50,62,14,5,23,0
0,13.5,61,59,18,7,16,0
0,13.566667,50,72,14,5,23,0.08
3,13.616667,45,74,20,10,36,0.25
1,13.666667,43,75,24,11,13,0.01
1,13.733333,50,65,9,4,23,0
1,13.783333,50,73,18,6,35,0.01
2,13.833333,43,63,26,15,25,0
2,13.9,40,78,22,9,17,0.15
0,13.95,41,69,14,6,21,0.04
0,14,44,69,16,5,24,0.03
0,14.05,48,64,18,9,28,0.02
0,14.1,49,72,22,8,30,0.17
0,14.15,47,67,23,15,17,0
1,14.216667,49,56,14,6,13,0
0,14.266667,52,49,9,3,17,0
0,14.316667,55,68,13,5,37,0.03
0,14.366667,55,72,28,11,30,0.34
0,14.416667,48,64,18,11,23,0.2
1,14.466667,49,59,20,8,15,0.16
0,14.516667,49,64,13,7,13,0
0,14.566667,53,58,10,5,13,0
0,14.616667,49,82,12,3,24,0.09
0,14.666667,55,73,13,6,17,0
2,14.716667,57,64,15,6,13,0
0,14.766667,51,82,10,4,24,0
0,14.8,50,70,18,11,21,0
0,14.85,51,57,16,9,15,0
1,14.9,52,60,10,4,35,0
0,14.95,53,67,25,8,32,0.01
1,14.983333,50,68,22,11,14,0.02
0,15.033333,51,61,9,3,23,0.01
0,15.083333,51,78,18,8,22,0.13
0,15.116667,59,82,18,7,21,0
2,15.166667,62,73,17,11,21,0
3,15.2,69,64,16,8,24,0
5,15.25,74,55,20,8,17,0
1,15.283333,64,64,15,8,17,0
0,15.316667,66,65,15,7,30,0.1
2,15.366667,54,76,23,13,18,0.19
2,15.4,52,74,15,8,13,0.1
2,15.433333,52,77,10,5,20,0
1,15.466667,55,75,16,9,15,0.03
2,15.5,64,63,13,6,16,0.04
1,15.533333,60,76,13,7,13,0.13
2,15.566667,60,80,10,5,13,0
0,15.6,61,73,9,4,18,0
2,15.633333,58,78,14,7,21,0
0,15.666667,54,64,15,10,15,0
1,15.683333,56,64,12,5,16,0
0,15.716667,56,70,12,6,18,0.04
0,15.75,54,66,14,9,16,0
0,15.766667,55,67,13,7,33,0.03
2,15.783333,53,82,25,11,20,0.58
2,15.816667,53,75,16,6,30,0.26
1,15.833333,51,82,23,10,24,0.19
0,15.85,51,87,20,9,17,0.38
1,15.866667,52,80,15,8,15,0
1,15.883333,53,70,10,5,46,0
12,15.9,50,77,36,13,28,0.17
1,15.916667,51,75,22,8,20,0.03
0,15.933333,52,76,15,10,14,0
0,15.95,57,67,10,4,17,0
0,15.95,56,79,15,7,16,0
2,15.966667,56,71,13,6,20,0
1,15.966667,60,56,14,7,16,0
1,15.983333,60,61,13,6,23,0
